3902,Exiles (2001) #78,78,33502,69,"""WORLD TOUR: SQUADRON SUPREME"" ,2006,3
<br>The Exiles are knee-deep in the World Tour, and up to their necks in trouble! How is that possible? Don't ask! It's the Exiles vs. the Squadron Supreme! And is there a new team member in their future? You bet there is! Part 2 (of 2)!
<br>32 PGS./Rated A ...$2.99
<br>", | Exiles, | writer:Tony Bedard | penciller (cover):James Calafiore | colorist:Tom Chu | inker:Mark McKenna | letterer:Dave Sharpe,, | onsaleDate:2006-03-22T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-03-26T00:00:00-0400, | printPrice:2.99
 
