30591,Ultimate Comics Avengers 2 (2010) #4,4,49606,30,"CRIME AND PUNISHMENT PART 4 Nick Fury's Avengers have assembled and are battle locked with The Ghost Rider! Does the team stand a chance against a villain whose very body is made from hellfire? ",, | writer:Mark Millar | penciller:Leinil Francis Yu,, | onsaleDate:2010-06-23T00:00:00-0400 | focDate:2010-06-03T00:00:00-0400 | unlimitedDate:2011-04-05T00:00:00-0400 | digitalPurchaseDate:2012-04-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,6
 
