29745,Black Widow (2010) #1,1,32807,55,"The deadly super-spy from IRON MAN 2, INVINCIBLE IRON MAN and CAPTAIN AMERICA in her own ongoing series! Who could be deadly enough to get the drop on the Black Widow? And what connections do they have to some of her closest super hero friends...? ", | Black Widow | Iron Man | Winter Soldier | Wolverine, | penciller:Daniel Acuna | penciller (cover):Travel Foreman | penciller (cover):Jelena Kevic Djurdjevic | writer:Marjorie Liu | letterer:Nate Piekos | editor:Joe Quesada,, | onsaleDate:2010-04-14T00:00:00-0400 | focDate:2010-03-18T00:00:00-0400 | unlimitedDate:2010-09-21T00:00:00-0400 | digitalPurchaseDate:2010-09-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,4
 
