24153,Ms. Marvel (2006) #39,39,24757,82,"Moonstone is now Ms. Marvel, but will the world accept her in Carol Danvers' stead? And between Osborn and A.I.M., where do her allegiances actually lie? ", | Captain Marvel (Carol Danvers), | colorist:Rainier Beredo | inker:Mike Deodato | writer:Brian Reed | letterer:Dave Sharpe | penciller:Sana Takeda | other:Akihide Yanagi, | Dark Reign, | onsaleDate:2009-05-28T00:00:00-0400 | focDate:2009-05-07T00:00:00-0400 | unlimitedDate:2009-12-09T00:00:00-0500 | digitalPurchaseDate:2012-10-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
