26825,Ultimate Comics Avengers (2009) #2,2,68539,15,"Enter The Red Skull! Reeling over his near-fatal encounter with the Skull, Captain America takes matters into his own hands in pursuit of his terrifying new adversary and his terrorist employers! ",, | other:Chris Eliopoulos | colorist:Laura Martin | colorist:Justin Ponsor | inker:Danny K. Miki | writer:Mark Millar | penciller:Carlos Pacheco | letterer:Cory Petit,, | onsaleDate:2009-09-10T00:00:00-0400 | focDate:2009-08-20T00:00:00-0400 | unlimitedDate:2010-11-09T00:00:00-0500 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,9
 
