30493,New Mutants (2009) #20,20,24416,75,"RISE OF THE NEW MUTANTS PART 1 Can the New Mutants stop Project Purgatory from letting the Elder Gods loose? Certainly not alone. The New Mutants turn to the rest of the X-Men for help! ", | New Mutants, | penciller:Leonard Kirk | writer:Zeb Wells | artist:Dave Wilkins,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-11T00:00:00-0500 | unlimitedDate:2012-03-07T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,12
 
