50306,What If? Age of Ultron (2014) #2,2,22062,111,"THE SECRET ARMOR WARS! - In a world without Iron Man, the Armor Wars are fought without a victor, scorching the Earth! - Years later, one of the last remaining superheroes, an aged Amazing Spider-Man, must form a Fantastic Four the likes of which our world has not seen in years! - Teaming with Ghost Rider, the Incredible Hulk and Wolverine they are in pursuit of the one weapon that could unite the planet - The Forgotten Iron Man! ",, | writer:Joseph Keatinge | penciller (cover):Chris Stevens,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
