17532,Avengers (1998) #48,48,63346,15,, | Ares | Avengers | Black Knight (Sir Percy of Scandia) | Black Panther | Captain America | Captain Marvel (Carol Danvers) | Edwin Jarvis | Firebird | Firestar | Hank Pym | Hercules | Hulk | Iron Man | Justice | Kang | Living Lightning | Photon | Quicksilver | Rick Jones | Scarlet Witch, | letterer:Comicraft | letterer:Jon Costa | letterer:Albert Deschesne | letterer:Sam Rosen | letterer:Artie Simek | letterer:Richard Starkings | editor:Tom Brevoort | editor:Stan Lee | inker:Sal Buscema | inker:John Estes | inker:Rick Remender | inker:Tom Sutton | writer:Kurt Busiek | writer:Roy Thomas | penciler:Kieron Dwyer | penciler:Barry Windsor-Smith | colorist:Tom Smith,, | onsaleDate:2002-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400 | digitalPurchaseDate:2013-05-14T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,11

