25993,"Models, Inc. (2009) #3",3,9991,183,"Millie may not be modeling her prison stripes any more, but she's in as much hot water as she is in hot fashion! While the noxious North Norrell continues to hold up Millie as the prime suspect in the mystery of Todd Speers and Devin Perlman's murders, Millie's friends are pulling out all the stops trying to clear her name. All this and keeping up with fashion week! Of course, someone didn't tell the sniper aiming for Millie's head that hot lead isn't an in-vogue accessory this season! Rated T  ...$3.99",, | colorist:Scott Clark | colorist:Val Staples | letterer:Dave Sharpe | writer:Paul Tobin | penciller:Vincent Villagrasa,, | onsaleDate:2009-10-28T00:00:00-0400 | focDate:2009-10-08T00:00:00-0400 | unlimitedDate:2011-08-11T00:00:00-0400, | printPrice:3.99 ,2009,10

