27412,Criminal: The Sinners (2009) #5,5,14292,133,"It's the action-packed and twist-filled finale of THE SINNERS as TRACY  LAWLESS finds himself trapped between hardened killers who want to  torture and kill him, and a tough Military Investigator who wants to  bring him back to the Army in chains. All the intrigue you've come to expect from Criminal, plus more  exclusive back-up features and interviews. Mature Content/No ads.... $3.50",, | writer:Ed Brubaker | penciller:Sean Phillips,, | onsaleDate:2010-03-10T00:00:00-0500 | focDate:2010-02-18T00:00:00-0500, | printPrice:3.5 ,2010,3

