16268,Exiles (2001) #27,27,36958,41,,,,, | onsaleDate:2003-07-16T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-12-07T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,5

