16534,Immortal Iron Fist (2006) #10,10,41353,56,"Davos and Crane Mother's conspiracy to crush K'un-Lun and the Iron Fist legacy once and for all springs to life. The Heroes for Hire continue tracking the rogue Hydra cell across the snow-swept Himalayas. The wicked Bride of Nine Spiders spins her terrible web. America continues to fall in love with Fat Cobra. And Danny Rand returns to the fight, armed now with the long-lost life story of Orson Randall, the Last Iron Fist.  Will he be too late?", | Bride of Nine Spiders (Immortal Weapons) | Chores MacGillicudy | Confederates of the Curious | Contessa (Vera Vidal) | Hydra | Iron Fist (Danny Rand) | Iron Fist (Orson Randall) | Lightning Lords of Nepal | Lucky Pierre | Nine-Fold Daughters of Xao | Shadu the Shady | Wendell Rand, | penciller:David Aja | writer:Ed Brubaker | writer:Matt Fraction | colorist:Matt Hollingsworth | penciller (cover):Jelena Kevic Djurdjevic | letterer:Dave Lanphear,, | onsaleDate:2007-11-07T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2008-11-11T00:00:00-0500 | digitalPurchaseDate:2010-06-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2007,11

