21495,X-Men Legacy (2008) #214,214,69849,19,"Sinister's machinations finally come to a head, after decades of preparations. Can Xavier discover the secrets to the plot against his mind before his loses his sanity? Or will he become another in a long line of victims? ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | colorist:Edgar Delgado | colorist:Paul Mounts | penciller (cover):Alan Davis | penciller:Scot Eaton | penciller:Ken Lashley | inker:Mark Farmer | inker:Scott Hanna | inker:Andrew Hennessy | inker:Paul Neary | letterer:Cory Petit,, | onsaleDate:2008-07-23T00:00:00-0400 | focDate:2008-07-03T00:00:00-0400 | unlimitedDate:2009-06-24T00:00:00-0400 | digitalPurchaseDate:2011-08-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,7
 
