6302,X-Factor (2005) #18,18,37812,57,"With Mutant Town under siege and the X-Cell having taken refuge there, X-Factor races both the clock and their own divided allegiances as they try to stave off the very real possibility of every former mutant being rounded up and imprisoned as a potential terrorist.  But will they have to reveal their knowledge of M-Day's secret...and, if so, what will the fallout be?,2007,4
<br>32 PGS./Rated T+ ...$2.99
<br>", | X-Men, | writer:Peter David | inker:Sandu Florea | letterer:Cory Petit | penciller:Khoi Pham | penciller (cover):Pablo Raimondi | colorist:Brian Reber,, | onsaleDate:2007-04-18T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-03-26T00:00:00-0400 | digitalPurchaseDate:2011-03-01T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
