28334,Invincible Iron Man (2008) #22,22,46763,27,"STARK: DISASSEMBLED PART 3 The heroes gathered to bring Tony back online, but when they flipped the switch, nothing happened. Meanwhile, the Ghost closes in, ready to assassinate Tony Stark once and for all!", | Avengers | Iron Man | S.H.I.E.L.D. | Thunderbolts, | colorist:Frank D'Armata | writer:Matt Fraction | penciller:Salvador Larroca | editor:Joe Quesada,, | onsaleDate:2010-01-13T00:00:00-0500 | focDate:2009-12-17T00:00:00-0500 | unlimitedDate:2010-12-21T00:00:00-0500 | digitalPurchaseDate:2011-01-25T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,1

