14305,X-Men (1991) #19,19,27834,63,, | Archangel | Beast | Colossus | Gambit | Iceman | Jubilee | Omega Red | Psylocke | Rogue | Wolverine | X-Men, | editor:Bob Harras | editor:Lisa Patrick | penciller (cover):Andy Kubert | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Mark Pennington | colorist:Joe Rosas,, | onsaleDate:1993-04-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,4

