32234,Deadpool Max (2010) #5,5,18221,97,"""A HISTORY OF VIOLENCE"" She took him from the orphanage when he was a boy and raised him in a world of sex, violence, and deception.  She trained him in a thousand forms of deadly combat.  She's a hot sexy cougar in leather, the number one trainer of domestic terrorists, and her name is The Taskmaster.  The CIA wants her eliminated, but can Deadpool kill the woman he calls ""mom""?  Witness hand-to-hand combat like you've never seen as we take a trip down a memory lane lined with corpses. ", | Deadpool | Taskmaster, | penciller (cover):Kyle Baker | writer:David Lapham,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-02-01T00:00:00-0500, | printPrice:3.99,2011,2
 
