48810,Savage Wolverine (2013) #20,20,20725,111,"- Meet the sole survivor of the Valentine's Day Massacre â€"" WOLVERINE! - Gangsters, bullets, babes, villains, heroes and murder! - Frank Tieri returns to Wolverine with Felix Ruiz of Wolverine MAX fame for a showdown in Capone's town! ",, | artist:Felix Ruiz | penciller (cover):Declan Shalvey | writer:Frank Tieri,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
