15717,Ultimate X-Men (2000) #26,26,94291,10,, | Abomination (Ultimate) | Beast (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Jean Grey (Ultimate) | Magneto (Ultimate) | Quicksilver (Ultimate) | Sabretooth (Ultimate) | Scarlet Witch (Ultimate) | Storm (Ultimate) | X-Men (Ultimate), | editor:C. B. Cebulski | editor:Ralph Macchio | editor:Brian Smith | penciller:Mike Deodato | penciller:Ben Lai | penciller:Ray Lai | letterer:Chris Eliopoulos | letterer:Studio F | colorist:Richard Isanove | colorist:Dave Sharpe | colorist:Dave Stewart | writer:Bruce Jones | writer:Mark Millar | penciller (cover):Adam Kubert,, | onsaleDate:2003-02-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-28T00:00:00-0500 | digitalPurchaseDate:2010-11-16T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,12

