28049,Black Widow: Deadly Origin (2009) #4,4,15724,102,"Natasha Romanoff's search for the truth behind the Icepick Protocols has taken her around the globe-and now she rockets straight into outer space! It's over the top action all the way-featuring the other Black Widow and two Captain Americas-as Marvel's deadliest beauty finally uncovers which part of her past has come back to bite her! Rated T  ...$3.99",, | writer:Paul Cornell | penciller:Adi Granov | penciller:John Paul Leon | penciller:Tom Raney,, | onsaleDate:2010-02-17T00:00:00-0500 | focDate:2010-01-28T00:00:00-0500 | unlimitedDate:2010-02-09T00:00:00-0500 | digitalPurchaseDate:2010-12-28T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,2

