20650,Runaways (2005) #30,30,31341,66,"DEAD END KIDS PART 6 Can The Runaways escape a super-powered war on the streets of New York? ", | Runaways, | letterer:Joe Caramagna | other:Jo Chen | other:Chris Eliopoulos | inker:Rick Ketcham | inker:Victor Olazaba | inker:Roland Paris | inker:Craig Yeung | penciller:Michael Ryan | colorist:Christina Strain | writer:Joss Whedon,, | onsaleDate:2008-06-25T00:00:00-0400 | focDate:2008-06-05T00:00:00-0400 | unlimitedDate:2008-10-27T00:00:00-0400 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,6
 
