24404,Amazing Spider-Man (1999) #597,597,61622,23,"Spider-Man's death-defying battle with Bullseye and Venom continues as wedding bells begin to toll for Harry Osborn! ", | Dark Avengers | Spider-Man, | letterer:Joe Caramagna | letterer:Chris Eliopoulos | penciller:Marco Checchetto | colorist:Chris Chuckry | penciller (cover):Phil Jimenez | writer:Joe Kelly, | Dark Reign, | onsaleDate:2009-06-10T00:00:00-0400 | focDate:2009-05-21T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,6
 
