38325,X-Men (2010) #5,5,33740,56,, | Cyclops | Emma Frost | Jubilee | Wolverine | X-Men, | writer:Victor Gischler | penciller:Adi Granov | penciller:Paco Medina,, | onsaleDate:2010-11-17T00:00:00-0500 | focDate:2010-11-06T00:00:00-0400, | printPrice:3.99 32197,X-Men (2010) #5,5,33740,56,"CURSE OF THE MUTANTS PART 5 The Vampire Nation's army is unleashed on Utopia, with vampire Wolverine leading the charge â€"" and he has a bone to pick with Cyclops! Meanwhile, the newly resurrected Dracula is nowhere to be found.", | Cyclops | Emma Frost | Jubilee | Wolverine | X-Men, | writer:Victor Gischler | penciller:Adi Granov | penciller:Paco Medina,, | onsaleDate:2010-11-17T00:00:00-0500 | focDate:2010-11-06T00:00:00-0400 | unlimitedDate:2011-11-30T00:00:00-0500 | digitalPurchaseDate:2011-11-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,3

