16174,World War Hulk: Front Line (2007) #4,4,62527,26,"The Hulk has ordered the evacuation of NYC -- so what story keeps Ben Urich and Sally Floyd in the path of destruction? And can Costume Division detective Danny Granville solve a murder mystery involving not one, but two of Hulk's Warbound? ", | Hulk, | penciller:Ramon Bachs | penciller:Shawn Martinbrough | penciller:Chris Moreno | writer:Paul Jenkins | letterer:Dave Sharpe | penciller (cover):John Watson, | World War Hulk, | onsaleDate:2007-09-19T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-29T00:00:00-0400 | digitalPurchaseDate:2011-08-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,9
 
