30668,X-Factor (2005) #213,213,25403,56,"In the aftermath of the battle with Hela, the team is in upheaval. One member leaves...another arrives...Rictor and Rahne finally have it out over the identity of her baby's father. Guaranteed to be the most emotional issue of X-Factor this month!", | X-Factor | X-Men, | colorist:Jeromy Cox | colorist:Nathan Fairbairn | writer:Peter David | letterer:Chris Eliopoulos | penciller:Valentine De Landro | penciller (cover):David Yardin,, | onsaleDate:2011-01-19T00:00:00-0500 | focDate:2011-01-06T00:00:00-0500 | unlimitedDate:2011-12-14T00:00:00-0500 | digitalPurchaseDate:2013-04-23T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,1
 
