19916,Iron Man (1998) #42,42,39688,28,, | Captain America | Iron Man | Jocasta | Shocker (Herman Schultz), | editor:Bobbie Chase | editor:Andrew Lis Assistant Editor | penciler:Keron Grant | letterer:Dave Sharpe | inker:Rob Stull | colorist:Edgar Tadeo | writer:Frank Tieri,, | onsaleDate:2001-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,5

