37881,Chaos War: X-Men (2010) #1,1,20156,89,"As the Marvel Universe is destroyed by the Chaos King, the rift between the underworld and Earth is violently ripped apart. How can a handful of deceased X-Men make a difference in Chaos King's war against life? ", | Banshee | Multiple Man | Stepford Cuckoos | Thunderbird (John Proudstar), | artist:Doug Braithwaite | artist:Carlo Pagualyan | writer:Chris Claremont | writer:Louise Simonson, | Chaos War, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-17T00:00:00-0500 | unlimitedDate:2013-04-08T15:36:49-0400 | digitalPurchaseDate:2012-10-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
