47981,Amazing Spider-Man (2014) #1.2,1.2,86315,7,"- J. Jonah's Jameson's crusade against Spider-Man kicks into overdrive! He warned us! He told us that kids might try to emulate Spider-Man! And he was RIGHT! - Meet CLASH, New York's newest menace. He may be Spidey's biggest fan, but he's about to become one of his worst enemies. - Wanted by the cops, turned away by the Fantastic Four, his grades are slipping, and he still hasn't figured out this whole crime-fighting-thing. Pete's not a hero... not yet... but he'll get there. Somehow. ",, | artist:Ramon Perez | penciller (cover):Alex Ross | writer:Dan Slott,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
