30491,New Mutants (2009) #18,18,27027,75,"FALL OF THE NEW MUTANTS PART 4 If there are ""No More Mutants"" who are the mysterious folks who are ripping the New Mutants apart? ", | New Mutants, | colorist:Guru-eFX | letterer:Chris Eliopoulos | inker:Leonard Kirk | artist:Dave Wilkins,, | onsaleDate:2010-10-20T00:00:00-0400 | focDate:2010-10-09T00:00:00-0400 | unlimitedDate:2011-10-12T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,10
 
