21166,X-Men Legacy (2008) #211,211,79795,17,"SINS OF THE FATHER PART 1 The past has come back to haunt Professor X as a swathe of deaths turns out to be linked by only one factor: Brian Xavier, the Professor's dead father. And solving the mystery means paying a visit to the Hellfire Club... ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | artist:Scot Eaton | penciller (cover):David Finch,, | onsaleDate:2008-05-14T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-04-22T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,5
 
