24414,Amazing Spider-Man (1999) #607,607,62517,20,"Spider-Man can't get rid of the Black Cat. Will her luck powers help the Wallcrawler out or is Spidey going to have to learn the ways to skin a cat? ", | Black Cat | Dexter Bennett | Diablo | J. Jonah Jameson | Spider-Man, | penciller (cover):Jeff Scott Campbell | letterer:Joe Caramagna | colorist:Chris Chuckry | colorist:Jeromy Cox | colorist:Edgar Delgado | inker:Kris Justice | inker:Andy Lanning | inker:Mike McKone | writer:Joe Kelly | penciller:Adriana Melo | editor:Stephen Wacker,, | onsaleDate:2009-09-30T00:00:00-0400 | focDate:2009-09-10T00:00:00-0400 | unlimitedDate:2011-03-28T00:00:00-0400 | digitalPurchaseDate:2011-02-01T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,9
 
