4955,Avengers (1998) #83,83,55254,23,, | Avengers,,, | onsaleDate:2004-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-09-28T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2004,5

