34523,Chaos War (2010) #4,4,26313,69,"The Marvel Universe's shattered pantheons fall from the skies! King Chaos marshals his forces for the final assault with every Marvel hero as his target! Hercules, Thor and the God Squad embark upon one last, mad scheme to save existence itself! ",,, | Chaos War, | onsaleDate:2010-12-15T00:00:00-0500 | focDate:2010-11-24T00:00:00-0500 | unlimitedDate:2013-04-08T00:00:00-0400, | printPrice:3.99,2010,12
 
