38067,Onslaught Unleashed (2010) #1,1,28434,60,"THE SECRET AVENGERS AND YOUNG ALLIES CO-STAR IN THIS SENSES-SHATTERING SAGA! Deep in the heart of Colombia, an immense and unmarked engine hums at a steady, ominous pace. Its purpose: to exploit a tear in the barrier between this world and another; to harvest and refine an exotic energy source for Roxxon Energy Corp. But just on the other side of that tear, inside the Negative Zone, a dark entity of vast power has been waiting for what has seemed like centuries, preparing for the moment when he can finally reach through the tear and once again cast his judgment on humans and mutants alike. For the psychomagnetic abomination called ONSLAUGHT, that moment is about to arrive...and he'll have the girl without a world--NOMAD--to thank for it! Eisner winner Sean McKeever and Filipe Andrade (X-23) team to bring you to the heart of terror and the edge of sanity in this hotly-anticipated epic! ", | Ant-Man (Eric O'Grady) | Beast | Black Widow | Captain America | Firestar | Gravity | Moon Knight | Nomad (Rikki Barnes) | Onslaught | Sharon Carter | Spider-Girl (Anya Corazon), | penciller:Filipe Daniel Moreno De Andrade | writer:Sean McKeever | penciller (cover):Humberto Ramos | editor:Lauren Sankovitch,, | onsaleDate:2011-02-09T00:00:00-0500 | focDate:2011-01-25T00:00:00-0500 | unlimitedDate:2012-01-06T00:00:00-0500 | digitalPurchaseDate:2013-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
