22461,Adam: Legend of the Blue Marvel (2008) #1,1,17305,115,"An unstoppable super-villain attacks New York City--and the Mighty Avengers fall before him! Where did Anti-Man come from? And who can stop his overwhelming rampage?! Now Iron Man races to find the only man who's ever defeated Anti-Man-- THE BLUE MARVEL...a hero the world hasn't seen since 1961! Will Tony Stark uncover the truth behind Blue Marvel's disappearance...and will Blue Marvel ever recover from it? Kevin Grevioux (NEW WARRIORS) and Mat Broome (The End League) join forces to create Marvel's newest powerhouse super hero! Rated T  ...$3.99", | Ares | Black Widow | Blue Marvel | Captain Marvel (Carol Danvers) | Hank Pym | Iron Man | Sentry (Robert Reynolds) | She-Hulk (Jennifer Walters) | Wasp | Wonder Man, | penciller:Kaare Andrews | penciller:Mat Broome | writer:Kevin Grevioux | letterer:Dave Lanphear | inker:Alvaro Lopez | inker:Sean Parsons | colorist:John Rauch,, | onsaleDate:2008-11-05T00:00:00-0500 | focDate:2008-10-16T00:00:00-0400 | unlimitedDate:2009-02-04T00:00:00-0500 | digitalPurchaseDate:2013-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2008,11

