48326,Mighty Avengers (2013) #11,11,26221,83,"- Dr Adam Brashear, super-scientist! James Lucas, cop on the edge! Kaluu, master of black magic! Constance Molina, two-fisted reporter! The Bear, explosives expert and were-woman! Blade, vampire slayer! - In 1972, they banded together to fight what couldn't be fought alone - as the Mighty Avengers! - This issue, Luke Cage confronts his father - to learn the secrets of the Avengers that time forgot! ",, | writer:Al Ewing | penciller (cover):Greg Land, | Original Sin, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
