19915,Iron Man (1998) #41,41,39508,32,, | Blizzard | Iron Man | Jocasta, | letterer:Sharpefont | colorist:Vlm | colorist:Steve Buccellato | editor:Bobbie Chase | editor:Andrew Lis Assistant Editor | penciler:Keron Grant | inker:Rob Stull | writer:Frank Tieri,, | onsaleDate:2001-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,4

