13947,Uncanny X-Men (1963) #406,406,98022,6,, | Abyss | Avalanche | Banshee | Blob | Chamber | Husk | Iceman | Jubilee | Mastermind | Mystique | Nightcrawler | Stacy X | X-Men, | writer:Chuck Austen | writer:Joe Casey | writer:Stan Lee | colorist:Hi Fi Design | colorist:Matt Milla | letterer:Chris Eliopoulos | letterer:Richard Starkings | letterer:Saida Temofonte | penciller:David Finch | penciller:Aaron Lopresti | editor:Ralph Macchio | editor:Mark Powers | inker:Danny K. Miki | inker:Mark Morales | inker:Art Thibert | penciller (cover):Ariel Olivetti,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-09-09T00:00:00-0400 | digitalPurchaseDate:2013-12-10T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,5

