20897,Cable (2008) #1,1,68631,16,"WAR BABY PART 1 Cable has been tasked with safeguarding the Messiah of the mutant race! To protect the infant savior, Cable heads to the future. But hot on his trail is a relentless enemy who won't stop until blood is spilled! ", | Bishop | Cable | Hope Summers, | editor:Axel Alonso | letterer:Joe Caramagna | penciller:Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-03-05T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2010-03-17T00:00:00-0400 | digitalPurchaseDate:2010-12-15T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,3
 
