16493,Irredeemable Ant-Man (2006) #12,12,15982,125,"The story of Eric O'Grady comes to an end--or does it? Who lives, who dies, and who gets double-crossed? The answers to these questions and many more in this exciting conclusion! ",, | colorist:Bill Crabtree | penciller:Phil Hester | writer:Robert Kirkman | inker:Ande Parks | letterer:Rus Wooton,, | onsaleDate:2007-09-19T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-15T00:00:00-0400 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,9
 
