37682,Journey Into Mystery (2011) #632,632,24159,79,"The most unpopular boy in Asgard receives a certain four-pawed fire-breathing present. What will Loki do with this most unwelcome gift? Guest-starring Volstagg! ", | Thor, | colorist:Bettie Breitweiser | artist:Mitch Breitweiser | artist:Stephanie Hans | letterer:Clayton Cowles | writer:Kieron Gillen, | Shattered Heroes, | onsaleDate:2011-12-14T00:00:00-0500 | focDate:2011-11-30T00:00:00-0500 | unlimitedDate:2012-10-25T00:00:00-0400 | digitalPurchaseDate:2011-12-14T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
