39962,Ultimate Fallout (2011) #4,4,73764,5,"Witness the fallout of DEATH OF SPIDER-MAN and the birth of the new ULTIMATE COMCIS UNIVERSE. ",, | penciller (cover):Mark Bagley | writer:Brian Michael Bendis | writer:Jonathan Hickman | writer:Nick Spencer | penciller:Clayton Crain | penciller:Salvador Larroca | penciller:Sara Pichelli | penciller:Billy Tan,, | onsaleDate:2011-08-03T00:00:00-0400 | focDate:2011-07-20T00:00:00-0400 | unlimitedDate:2013-04-08T00:00:00-0400 | digitalPurchaseDate:2011-08-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
