47516,George Romero's Empire of the Dead: Act Two (2014) #4,4,8331,224,"CONTINUING THE LEGENDARY GEORGE ROMERO'S UNDEAD EPIC! Welcome back to New York City years after a world-changing undead plague-and now outside forces are knocking on Manhattan's walls! What is more chilling to Barnum, the fact that she loves someone else...or the bite mark on her wrist? Are the roaming flesh-eaters growing smarter every day? Can the ruling blood-suckers maintain their grip on power? Will the Southern militia pillage the greatest city in the world? ",, | penciller (cover):Alexander Lozano | writer:George Romero | artist:Dalibor Talajic,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500, | printPrice:3.99
 
