14321,X-Men (1991) #33,33,43859,39,, | Beast | Gambit | Jubilee | Rogue | Sabretooth | X-Men, | colorist:Digital Chameleon | colorist:Lovern Kindzierski | editor:Bob Harras | editor:Ben Raab | penciller (cover):Andy Kubert | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Matt Ryan,, | onsaleDate:1994-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,10

