5393,Sensational Spider-Man (2006) #32,32,50219,43,"Through thick and thin, for better or for worse, Mary Jane Watson-Parker has always stood by her man's side, supporting him in all his decisions. But as Peter's latest choices have cost him and his family plenty-perhaps too much-has MJ finally reached the breaking point? ", | Mary Jane Watson | Spider-Man, | writer:Roberto Aguirre-Sacasa | penciller:Sean Chen | penciller (cover):Clayton Crain | colorist:Dan Kemp | letterer:Cory Petit,, | onsaleDate:2006-11-29T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-12-13T00:00:00-0500 | digitalPurchaseDate:2010-04-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,11

