21698,X-Men Legacy (2008) #215,215,68011,22,"Charles Xavier attempts to make peace with the X-Men who've been most important in his life. But starting with Scott Summers may have been a mistake - particularly when he decides to re-awaken some of Cyclops's worst nightmares against his will. ", | X-Men, | colorist:Guru-eFX | colorist:Jean-Francois Beaulieu | colorist:Frank D'Armata | writer:Mike Carey | penciller:Marco Checchetto | penciller:Scot Eaton | penciller:Ken Lashley | other:Chris Eliopoulos | inker:Andrew Hennessy | letterer:Cory Petit,, | onsaleDate:2008-08-27T00:00:00-0400 | focDate:2008-08-07T00:00:00-0400 | unlimitedDate:2009-07-08T00:00:00-0400 | digitalPurchaseDate:2011-08-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,8
 
