48871,Thunderbolts (2012) #30,30,21016,113,"- First: Skull to Skull against the Ghost Rider! - Then: watch lovers quarrel as Frank takes on Elektra! ",, | writer:Benjamin Acker | writer:Benjamin a. Blacker | artist:Gerardo Sandoval | penciller (cover):David Yardin,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-06T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
