49495,All-New Ghost Rider (2014) #2,2,29429,72,"""ENGINES OF VENGEANCE"" PART 2 - ROBBIE REYES has been given a new awesome power but can the teen handle it or will it drive him to a path of destruction? - Who owns the HAUNTED RACE CAR and what will they do to get it back? - What are the PINK PILLS and who is behind their creation? ",, | artist:Tradd Moore,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-17T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
