40205,Deadpool (2008) #47,47,25910,71,"Deadpool is a terrorist?! That's how Captain America sees it, but Cap doesn't know that there are currently two Deadpools in NYC--one who's totally evil and one...well, one who's not quite as bad. ", | Captain America | Deadpool, | colorist:Guru-eFX | penciller (cover):Nick Bradshaw | artist:Salvador Espin | artist:Frank Martin | letterer:Joe Sabino | writer:Daniel Way,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-23T00:00:00-0500 | unlimitedDate:2011-12-19T00:00:00-0500 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
