48554,Avengers Undercover (2014) #8,8,15864,139,"EVERYTHING CHANGES AS WE JUMP THREE MONTHS LATER! - After last issue's huge reveal, what else has happened in the 90 days since the events of issue #7? - Why is Hazmat working for Madame Masque...and maybe Mystique and Sabretooth? - And how does this issue's cliffhanger change everything again? ",, | writer:Dennis Hopeless | penciller (cover):Francesco Mattina,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-30T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
