24406,Amazing Spider-Man (1999) #599,599,72364,19,"It's the ultimate battle between friends and family as Spidey's battle against the Iron Patriot and his Dark Avengers leaves one man with a choice too painful to contemplate. ", | Harry Osborn | J. Jonah Jameson | May Parker | Menace | Norman Osborn | Spider-Man, | letterer:Joe Caramagna | penciller:Marco Checchetto | penciller:Stephen Segovia | penciller:PAULO SIQUEIRA | colorist:Chris Chuckry | colorist:Jeromy Cox | penciller (cover):Phil Jimenez | writer:Joe Kelly | inker:Amilton Santos | editor:Stephen Wacker, | Dark Reign, | onsaleDate:2009-07-15T00:00:00-0400 | focDate:2009-06-25T00:00:00-0400 | unlimitedDate:2010-04-26T00:00:00-0400 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,7
 
