51139,Death of Wolverine: The Weapon X Program (2014) #3,3,29355,84,"The team of Weapon X escapees is on a mission...but what happens when they find the one man who can shed some light on their condition â€"" SABRETOOTH?! Also, when a bit of the team's past is revealed, they have more in common than they thought â€"" is it coincidence or is it the sign of something bigger? ",, | penciller (cover):Salvador Larroca | writer:Charles Soule,, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:3.99
 
