1764,Captain America (2004) #5,5,47333,32,"The mystery heats up, as clues begin to fall into place. But are the secrets Cap is searching for buried in a long-forgotten Invaders mission from the Russian front?", | Captain America | Human Torch | Nick Fury | Red Skull | Sub-Mariner | Winter Soldier, | writer:Ed Brubaker | colorist:Frank D'Armata | penciller (cover):Steve Epting | letterer:Randy Gentile | penciller:Michael Lark,, | onsaleDate:2005-04-27T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2007-04-28T00:00:00-0400 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2011,12

