1964,Incredible Hulk (1999) #81,81,43815,40,"We can't tell you everything that happens in this issue simply because it will destroy the shock ending of the previous issue.  So instead, just know this:  The secret of Monster Island stands revealed, the Hulk is faced with a shocking surprise, we learn the outcome of Bruce's high school catastrophe, and fans will scream when they see the last panel. ", | Hulk, | writer:Peter David | colorist:Edgar Delgado | letterer:Randy Gentile | inker:Tom Palmer | penciller (cover):Lee Weeks,, | onsaleDate:2005-05-25T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2005,5

