1741,X-Men: Age of Apocalypse (2005) #1,1,95783,8,"Apocalypse has been destroyed; the end of the world has been averted.  Or has it?  Sinister has just unleashed a massive force unseen, unrivaled, and unbeatable.  ", | X-Men, | penciller (cover):Chris Bachalo | colorist:Edgar Delgado | letterer:Dave Sharpe | inker:Tim Townsend | writer:Akira Yoshida,, | onsaleDate:2005-03-02T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-01-04T00:00:00-0500 | digitalPurchaseDate:2009-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2005,3

