15600,Marvel Age Fantastic Four (2004) #10,10,7954,200,, | Fantastic Four,,, | onsaleDate:-0001-11-30T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-11-13T00:00:00-0500, | printPrice:0 ,2004,12

