23659,Agents of Atlas (2009) #1,1,4187,246,, | Agents of Atlas | Gorilla Man | Human Robot | Jimmy Woo | Marvel Boy | Namora | Venus (Siren), | colorist:Guru-eFX | colorist:Jana Schirmer | penciller:Art Adams | penciller:Ed McGuinness | penciller:Carlo Pagualyan | letterer:Jeff Parker | letterer:Nate Piekos | inker:Jason Paz, | Dark Reign, | onsaleDate:2009-02-04T00:00:00-0500 | focDate:2009-01-15T00:00:00-0500 | unlimitedDate:2009-12-21T00:00:00-0500, | printPrice:3.99 ,2009,3

