50454,Cyclops (2014) #3,3,25925,114,"Q: What&#39;s the problem with stealing a Badoon ship? A: It&#39;s a Badoon ship. Corsair and Cyclops experience engine trouble, shipwreck, and have the nice father-son chat they&#39;ve both been avoiding, as Rucka &amp; Dauterman continue the smash hit of 2014!",, | penciller (cover):Alexander Lozano | writer:Greg Rucka,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
