40874,X-Men (2010) #22,22,39121,44,"REGENESIS No longer content to fend off attackers, the Governor and her army of Sentinels are hell-bent on going on the offensive, leading towards one of the worst ethnic cleansings in the history of the world. ", | Colossus, | letterer:Joe Caramagna | artist:Will Conrad | artist:Adi Granov | artist:Steve Kurth | artist:Jay Leisten | writer:Victor Gischler | colorist:Chris Sotomayor,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-14T00:00:00-0500 | unlimitedDate:2012-09-07T00:00:00-0400 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
