49204,Miles Morales: Ultimate Spider-Man (2014) #3,3,37240,78,"- PART THREE OF ""REVIVAL"" THE MOST SHOCKING SPIDER-MAN STORY OF THE YEAR - MILES MORALES comes face-to-face with the worst nightmare of the Ultimate SPIDER-MAN Legacy... - NORMAN OSBORN...the GREEN GOBLIN...the man who killed PETER PARKER... or did he? ",, | writer:Brian Michael Bendis | penciller (cover):David Marquez,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
