50591,Avengers World (2014) #8,8,26912,79,"- The City of the Dead prepares to rise. - Only Nightmask and a group of lost heroes can save us. ",, | artist:Marco Checchetto | penciller (cover):Gabriele Dell'Otto | writer:Nick Spencer,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
