48329,Silver Surfer (2014) #2,2,39132,47,"- Who is the NEVER QUEEN? How is the entire future of the Marvel Universe tied into her very existence? And why is she trying to DESTROY the Silver Surfer?! - Are these questions important? Sure. But you know what's just as important? Lunch. Because what Earth girl Dawn Greenwood has for lunch today could change the fate of EVERYTHING! - Not kidding here. This is a very important lunch. ",, | penciller (cover):Mike Allred | writer:Dan Slott,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-07T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
