36436,X-Men Legacy (2008) #254,254,39896,36,"Marvel Girl managed to leave a brief psychic message before being ripped away from Earth! Now Rogue and her team are on an intergalactic rescue mission. But in what condition will they find their teammates? ", | Gambit | Havok | Magneto | Polaris | Rachel Grey | Rogue | X-Men, | writer:Mike Carey | artist:Mico Suayan,, | onsaleDate:2011-08-24T00:00:00-0400 | focDate:2011-08-01T00:00:00-0400 | unlimitedDate:2012-12-28T00:00:00-0500 | digitalPurchaseDate:2012-11-20T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
