49049,Elektra (2014) #3,3,22773,103,"- The seductress of the sai makes the hunt look easy--but this might be one quest Elektra's not prepared for. - Further plunging into the deep crevices of the Marvel Universe, her quest for Cape Crow becomes murkier, as the hit is not what it seems. - Will Elektra do what she's never done before--and protect the mark? ",, | penciller (cover):Michael Del Mundo,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-06-04T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
